pop_total,pop_white,pop_black,pop_latino,median_income,state,zip code tabulation area,zipcode
3837,3469,125,28,35475,25,02764,02764
19745,18214,809,541,39359,25,02766,02766
14488,13712,248,286,42560,25,02767,02767
12173,11509,86,340,45123,25,02769,02769
5407,5260,35,35,47536,25,02770,02770
15441,14533,149,393,46839,25,02771,02771
16567,16016,25,77,38283,25,02777,02777
6730,6523,5,7,45823,25,02779,02779
50438,39838,4584,4826,31964,25,02780,02780
15793,15505,11,273,33292,25,02790,02790
402,402,0,0,43512,25,02791,02791
723,620,0,103,30128,44,02802,02802
1849,1849,0,0,43828,44,02804,02804
16153,14989,81,582,54647,44,02806,02806
916,859,4,7,30435,44,02807,02807
2312,2220,61,85,31994,44,02808,02808
22172,20890,526,642,31505,44,02809,02809
1207,1087,88,0,50441,44,02812,02812
7799,7434,3,88,38125,44,02813,02813
7901,7619,29,167,42852,44,02814,02814
367,322,0,0,55675,44,02815,02815
32738,31110,174,1188,35466,44,02816,02816
6224,5676,111,178,46610,44,02817,02817
18292,16493,192,548,50674,44,02818,02818
6304,5827,13,90,37067,44,02822,02822
5768,5530,26,52,38783,44,02825,02825
418,418,0,0,29320,44,02826,02826
2202,2151,9,9,35068,44,02827,02827
7592,7156,1,345,43250,44,02828,02828
6255,5806,1,60,40111,44,02830,02830
3277,3179,0,31,49107,44,02831,02831
4795,4586,45,7,37403,44,02832,02832
1141,1095,0,52,35567,44,02833,02833
5494,4965,24,24,62610,44,02835,02835
150,150,0,0,33750,44,02836,02836
3489,3448,19,47,37500,44,02837,02837
3495,3286,66,15,30324,44,02838,02838
2098,1908,95,95,35327,44,02839,02839
23112,19503,1639,2246,32009,44,02840,02840
1633,1297,143,168,30990,44,02841,02841
15936,13425,1062,1093,36160,44,02842,02842
22048,20177,146,764,42733,44,02852,02852
8206,8009,43,195,41715,44,02857,02857
774,582,0,0,21725,44,02858,02858
7070,6747,10,299,38168,44,02859,02859
46363,24155,10707,14195,26379,44,02860,02860
25622,20305,1911,4009,31786,44,02861,02861
19411,9424,2460,12885,17508,44,02863,02863
34797,32494,434,2391,42428,44,02864,02864
17667,16050,237,868,40828,44,02865,02865
17119,16305,253,694,43854,44,02871,02871
244,244,0,0,21393,44,02872,02872
200,200,0,0,78750,44,02873,02873
6045,5836,96,144,51514,44,02874,02874
466,466,0,0,64395,44,02875,02875
353,330,0,55,,44,02876,02876
15774,15221,180,446,38143,44,02878,02878
20610,18842,343,683,36529,44,02879,02879
7629,6475,404,783,5613,44,02881,02881
14029,13285,117,496,37983,44,02882,02882
10461,10074,43,262,34412,44,02885,02885
28776,26300,406,1877,37041,44,02886,02886
18687,16948,476,882,40822,44,02888,02888
27807,25267,628,1331,37704,44,02889,02889
21143,19588,321,728,33681,44,02891,02891
5611,5320,95,19,45557,44,02892,02892
29143,25697,1161,2144,32432,44,02893,02893
517,517,0,0,36027,44,02894,02894
41603,30599,3988,7818,25480,44,02895,02895
12060,11490,306,548,38831,44,02896,02896
1289,1236,0,93,33033,44,02898,02898
10979,7281,1087,2111,16071,44,02903,02903
30613,19801,5832,6929,29109,44,02904,02904
26174,15426,4812,11413,22267,44,02905,02905
27825,21209,1593,1905,35536,44,02906,02906
31294,11534,6672,19402,20357,44,02907,02907
36314,23269,6407,14480,25577,44,02908,02908
40809,19409,6272,24533,23232,44,02909,02909
22387,17293,1633,4790,34831,44,02910,02910
15921,13196,1303,2476,33509,44,02911,02911
1340,957,73,143,3310,44,02912,02912
21487,15655,2340,2182,30571,44,02914,02914
16660,14829,469,477,34057,44,02915,02915
9238,8620,245,280,43264,44,02916,02916
14139,12920,306,452,30924,44,02917,02917
29307,26531,549,2626,38442,44,02919,02919
37165,29125,2284,6256,31282,44,02920,02920
12243,10461,507,240,43450,44,02921,02921
11475,10877,35,299,54834,33,03031,03031
5446,5362,1,107,46680,33,03032,03032
5348,5099,54,111,54583,33,03033,03033
4046,3764,69,133,38685,33,03034,03034
5129,4942,19,119,51434,33,03036,03036
4366,4276,23,19,43712,33,03037,03037
33643,31857,265,1404,36555,33,03038,03038
6966,6697,22,118,40292,33,03042,03042
1577,1519,29,20,42585,33,03043,03043
4659,4536,14,33,44893,33,03044,03044
13621,13273,39,269,40431,33,03045,03045
2827,2748,25,76,45515,33,03046,03046
1913,1882,1,16,31799,33,03047,03047
3515,3342,101,194,31939,33,03048,03048
7918,7253,60,164,52602,33,03049,03049
25408,24068,189,582,42350,33,03051,03051
8514,8330,0,54,45779,33,03052,03052
25732,24471,312,824,44650,33,03053,03053
25945,23946,271,949,44915,33,03054,03054
15632,14718,263,444,37950,33,03055,03055
2607,2566,0,5,42138,33,03057,03057
30155,24691,1927,6734,30152,33,03060,03060
27793,21852,864,1243,44413,33,03062,03062
16426,13902,541,1496,42247,33,03063,03063
14441,12927,296,1777,33899,33,03064,03064
5685,5616,0,60,47305,33,03070,03070
5337,5129,0,22,35904,33,03071,03071
13798,13025,126,382,45594,33,03076,03076
10376,10045,0,223,38428,33,03077,03077
29234,26704,263,2514,40683,33,03079,03079
1660,1636,20,16,46786,33,03082,03082
1264,1223,0,27,32169,33,03084,03084
3816,3625,0,63,42149,33,03086,03086
14610,13696,131,478,61514,33,03087,03087
2953,2405,293,435,24798,33,03101,03101
33003,28254,2335,2876,30262,33,03102,03102
36938,30445,2241,6038,30679,33,03103,03103
33071,28732,1624,2326,32458,33,03104,03104
14273,13409,222,404,35795,33,03106,03106
10600,9225,389,210,40441,33,03109,03109
22535,20717,221,641,51148,33,03110,03110
186,183,0,0,69167,33,03215,03215
2477,2422,0,14,34250,33,03216,03216
2017,1869,18,15,25785,33,03217,03217
963,925,0,81,30647,33,03218,03218
7563,7301,0,146,33654,33,03220,03220
2095,2021,6,8,35400,33,03221,03221
5896,5461,13,74,28091,33,03222,03222
3373,3342,4,17,28376,33,03223,03223
2339,2273,31,131,39167,33,03224,03224
3673,3439,0,24,31304,33,03225,03225
1056,1025,31,0,39531,33,03226,03226
1040,1029,0,11,35327,33,03227,03227
5691,5558,19,26,43865,33,03229,03229
1222,1186,14,7,37835,33,03230,03230
305,305,0,0,35694,33,03231,03231
127,110,0,0,,33,03233,03233
4722,4540,0,71,39199,33,03234,03234
8762,8524,12,224,29547,33,03235,03235
2372,2239,20,70,35873,33,03237,03237
109,106,0,8,16406,33,03238,03238
1362,1304,0,13,30049,33,03240,03240
756,731,4,17,36705,33,03241,03241
4962,4779,92,101,31313,33,03242,03242
920,920,0,14,37027,33,03243,03243
7652,7219,38,6,36132,33,03244,03244
2054,1968,13,21,26165,33,03245,03245
16460,15794,224,322,28197,33,03246,03246
7169,6962,0,87,38999,33,03249,03249
945,898,0,10,27630,33,03251,03251
6347,6156,15,133,32900,33,03253,03253
4116,3943,1,53,37839,33,03254,03254
2176,2110,0,14,45521,33,03255,03255
2272,2128,40,11,32041,33,03256,03256
4495,4350,53,75,32813,33,03257,03257
2667,2503,0,47,41454,33,03258,03258
393,336,39,0,38167,33,03259,03259
757,721,0,0,40724,33,03260,03260
4335,4146,51,165,34074,33,03261,03261
826,806,0,13,28947,33,03262,03262
4112,4067,0,109,30940,33,03263,03263
7290,6737,113,52,16446,33,03264,03264
2152,2079,1,24,29659,33,03266,03266
1270,1251,0,0,35286,33,03268,03268
2908,2790,15,9,36745,33,03269,03269
310,306,4,5,57813,33,03273,03273
11577,11061,50,183,35888,33,03275,03275
8268,7856,72,129,32220,33,03276,03276
2946,2840,49,100,32463,33,03278,03278
765,764,0,18,24281,33,03279,03279
1199,1157,0,31,38664,33,03280,03280
9031,8717,18,173,40321,33,03281,03281
889,842,15,0,31523,33,03282,03282
832,823,0,0,32768,33,03284,03284
2499,2399,17,86,31725,33,03285,03285
1550,1505,0,7,43542,33,03287,03287
4965,4880,16,92,44000,33,03290,03290
109,109,0,0,,33,03291,03291
300,235,0,0,44167,33,03293,03293
33162,28761,1150,1013,33360,33,03301,03301
15849,15025,359,306,34712,33,03303,03303
7880,7631,16,219,50400,33,03304,03304
5534,5484,0,0,35602,33,03307,03307
25148,23442,414,614,25075,33,03431,03431
3147,3068,24,15,36500,33,03440,03440
154,154,0,0,16917,33,03441,03441
1510,1435,21,26,33000,33,03442,03442
425,425,0,0,36633,33,03443,03443
1448,1415,4,71,35375,33,03444,03444
797,791,0,4,33750,33,03445,03445
5994,5670,0,0,32167,33,03446,03446
2364,2356,0,0,30814,33,03447,03447
804,779,6,43,31522,33,03448,03448
1751,1705,5,53,37909,33,03449,03449
927,872,20,49,38487,33,03450,03450
3911,3763,23,112,30807,33,03451,03451
5283,5043,0,76,29008,33,03452,03452
2417,2259,1,23,29922,33,03455,03455
829,795,0,20,31250,33,03456,03456
826,766,0,67,36579,33,03457,03457
7022,6999,0,244,42598,33,03458,03458
6054,5669,79,242,24194,33,03461,03461
1326,1290,36,0,43167,33,03462,03462
1042,1019,3,12,32063,33,03464,03464
2002,1878,0,20,30897,33,03465,03465
1856,1844,0,0,33848,33,03466,03466
1590,1552,0,6,43344,33,03467,03467
5155,5041,24,1,28057,33,03470,03470
5920,5729,0,102,27089,33,03561,03561
10221,9107,684,582,20863,33,03570,03570
2569,2500,21,44,30731,33,03574,03574
68,40,28,0,,33,03575,03575
2804,2770,3,19,27452,33,03576,03576
307,306,0,0,27031,33,03579,03579
1408,1319,0,68,34750,33,03580,03580
3054,2875,13,94,34335,33,03581,03581
2530,2402,14,28,25379,33,03582,03582
850,830,0,12,31335,33,03583,03583
3673,3584,23,22,30189,33,03584,03584
2832,2724,9,29,27761,33,03585,03585
636,604,0,11,42917,33,03586,03586
1638,1626,0,64,31153,33,03588,03588
901,887,1,10,19224,33,03590,03590
1064,1013,0,12,26625,33,03592,03592
376,375,0,5,38403,33,03593,03593
704,694,0,0,32031,33,03595,03595
452,431,0,13,20524,33,03597,03597
3166,2949,58,74,27700,33,03598,03598
423,420,0,3,35625,33,03601,03601
2465,2358,6,46,29707,33,03602,03602
5318,5098,0,71,27510,33,03603,03603
123,123,0,0,74904,33,03604,03604
928,881,0,0,36413,33,03605,03605
392,371,0,8,27625,33,03607,03607
2981,2872,72,11,35886,33,03608,03608
832,832,0,0,46413,33,03609,03609
712,706,0,0,33750,33,03740,03740
4043,3703,32,71,36542,33,03741,03741
13681,13150,272,308,28695,33,03743,03743
1550,1501,15,5,39848,33,03745,03745
233,220,0,0,43333,33,03746,03746
4866,4847,3,0,40428,33,03748,03748
1037,887,0,0,57935,33,03750,03750
468,468,0,5,32500,33,03751,03751
702,665,0,43,34338,33,03752,03752
2869,2827,0,24,50979,33,03753,03753
51,51,0,0,,33,03754,03754
10595,8463,396,447,26480,33,03755,03755
609,607,0,0,31935,33,03765,03765
9388,8479,146,418,39635,33,03766,03766
1852,1763,16,121,43636,33,03768,03768
531,515,16,10,20833,33,03770,03770
942,942,0,0,30441,33,03771,03771
7858,7492,25,154,30826,33,03773,03773
1954,1871,8,27,24053,33,03774,03774
1444,1036,97,74,24167,33,03777,03777
868,851,0,14,39722,33,03779,03779
435,415,8,8,26875,33,03780,03780
2024,1919,0,3,41591,33,03781,03781
3105,3068,7,0,38015,33,03782,03782
4109,3577,130,273,34917,33,03784,03784
2358,2286,11,75,25791,33,03785,03785
22488,20292,551,694,46830,33,03801,03801
3524,3463,0,63,32963,33,03809,03809
1779,1757,20,22,40430,33,03810,03810
6952,6724,0,145,49530,33,03811,03811
596,591,4,2,26467,33,03812,03812
2663,2620,0,91,32952,33,03813,03813
2315,2235,64,78,26748,33,03814,03814
1506,1470,0,108,28516,33,03816,03816
931,877,0,0,,33,03817,03817
3845,3770,1,79,30063,33,03818,03818
4496,4249,26,148,40070,33,03819,03819
31629,28902,406,1157,37043,33,03820,03820
1849,1730,0,10,45898,33,03823,03823
16481,15052,128,328,7190,33,03824,03824
9245,8915,0,208,40384,33,03825,03825
2250,2224,0,27,44412,33,03826,03826
3152,3093,0,56,41778,33,03827,03827
1932,1932,0,16,33615,33,03830,03830
299,296,0,0,35000,33,03832,03832
22116,21007,278,416,41268,33,03833,03833
6930,6735,0,89,33158,33,03835,03835
1349,1332,0,0,31159,33,03836,03836
1410,1403,0,0,36500,33,03837,03837
1169,1169,0,16,31357,33,03838,03838
4048,3879,1,95,30009,33,03839,03839
3993,3614,69,96,47250,33,03840,03840
6559,6195,51,206,43782,33,03841,03841
15353,14774,44,191,46081,33,03842,03842
2371,2324,7,10,54750,33,03844,03844
1091,1091,0,0,30442,33,03845,03845
884,881,0,3,38661,33,03846,03846
363,341,0,42,43059,33,03847,03847
6260,6068,0,19,42081,33,03848,03848
1478,1394,44,22,27824,33,03849,03849
233,233,0,0,42125,33,03850,03850
4080,3983,1,11,35421,33,03851,03851
543,543,0,0,,33,03852,03852
474,474,0,4,35125,33,03853,03853
835,835,0,0,71667,33,03854,03854
2697,2605,0,13,32417,33,03855,03855
1757,1675,17,2,51957,33,03856,03856
9063,8493,85,71,36485,33,03857,03857
4920,4808,0,117,46039,33,03858,03858
4479,4399,0,28,37677,33,03860,03860
4485,3932,2,175,47377,33,03861,03861
4473,4071,68,160,41956,33,03862,03862
1853,1613,59,13,26511,33,03864,03864
7689,7401,27,234,43192,33,03865,03865
21591,20346,113,715,30672,33,03867,03867
5316,4945,98,18,31834,33,03868,03868
2522,2396,68,42,36750,33,03869,03869
5293,5192,0,0,53603,33,03870,03870
173,173,0,0,,33,03871,03871
3621,3619,0,51,33532,33,03872,03872
6220,6080,28,174,43022,33,03873,03873
8925,8562,111,113,32652,33,03874,03874
1099,1016,14,0,32589,33,03875,03875
11970,10047,386,298,34880,33,03878,03878
1630,1530,0,24,32436,33,03882,03882
334,334,0,0,27292,33,03883,03883
3958,3894,51,45,39810,33,03884,03884
7386,6835,2,53,49789,33,03885,03885
1680,1647,0,37,22232,33,03886,03886
2076,1991,30,27,31695,33,03887,03887
166,138,0,0,19643,33,03890,03890
6320,6184,0,35,33628,33,03894,03894
7683,7371,0,100,40817,23,03901,03901
2419,2381,0,33,41006,23,03902,03902
6589,6410,39,184,39148,23,03903,03903
7996,7261,123,353,40604,23,03904,03904
1735,1735,0,7,38919,23,03905,03905
4713,4546,52,85,32398,23,03906,03906
1062,1039,0,6,38081,23,03907,03907
7470,6862,103,233,39688,23,03908,03908
10240,10049,43,45,43288,23,03909,03909
320,319,0,0,33846,23,03910,03910
59,59,0,15,,23,03911,03911
2580,2561,0,8,30319,23,04001,04001
7558,7440,20,23,30041,23,04002,04002
329,329,0,0,43462,23,04003,04003
23486,21579,677,544,27994,23,04005,04005
162,151,0,0,29643,23,04006,04006
2795,2663,56,0,32432,23,04008,04008
5304,5258,9,78,27134,23,04009,04009
1401,1399,0,0,25366,23,04010,04010
20517,18586,400,706,30408,23,04011,04011
3895,3820,8,0,30448,23,04015,04015
449,429,0,0,34018,23,04017,04017
23,23,0,0,91339,23,04019,04019
1369,1355,8,0,26516,23,04020,04020
6422,6027,49,354,50060,23,04021,04021
1282,1265,0,0,28075,23,04022,04022
639,630,4,5,33036,23,04024,04024
6270,6069,0,133,27288,23,04027,04027
1600,1567,3,17,30443,23,04029,04029
2163,2162,0,35,32403,23,04030,04030
8439,7887,43,233,38494,23,04032,04032
3869,3620,18,21,21260,23,04037,04037
17582,16954,127,346,33203,23,04038,04038
7625,7152,42,71,39194,23,04039,04039
3234,3134,9,29,29543,23,04040,04040
1734,1606,0,22,23167,23,04041,04041
4607,4471,12,13,34433,23,04042,04042
11424,11094,10,186,36208,23,04043,04043
7873,7744,9,38,35137,23,04046,04046
1920,1878,23,3,29167,23,04047,04047
3030,2893,61,32,29517,23,04048,04048
3744,3652,0,41,31134,23,04049,04049
314,282,0,0,33125,23,04050,04050
1013,999,0,26,27377,23,04051,04051
3901,3843,2,16,34825,23,04055,04055
355,355,0,14,32679,23,04056,04056
78,35,0,13,12083,23,04057,04057
3498,3249,35,75,27569,23,04061,04061
18478,17358,248,135,36177,23,04062,04062
468,468,0,0,30766,23,04063,04063
8394,7914,27,79,33271,23,04064,04064
616,601,0,0,38750,23,04066,04066
1440,1374,0,12,18559,23,04068,04068
1635,1505,0,22,36386,23,04069,04069
5096,4903,10,126,39623,23,04071,04071
19497,18678,159,283,35508,23,04072,04072
16452,15327,196,286,28427,23,04073,04073
19885,18265,57,366,42211,23,04074,04074
2739,2697,10,0,35550,23,04076,04076
3953,3880,0,23,40099,23,04079,04079
4605,4298,9,87,29924,23,04083,04083
7403,7218,58,94,31182,23,04084,04084
2675,2673,0,0,36538,23,04085,04085
8810,8219,61,256,39286,23,04086,04086
2185,2131,14,0,27367,23,04087,04087
1454,1440,8,3,25945,23,04088,04088
10366,9968,118,334,32626,23,04090,04090
867,867,0,0,24934,23,04091,04091
18633,16674,973,281,31496,23,04092,04092
8243,7942,30,228,33143,23,04093,04093
1042,1035,0,4,29267,23,04095,04095
8529,8014,63,92,39791,23,04096,04096
3779,3651,28,132,51676,23,04097,04097
17236,13593,2364,842,28236,23,04101,04101
17612,15504,948,428,34218,23,04102,04102
30787,26295,2314,683,36211,23,04103,04103
11876,11454,0,98,51410,23,04105,04105
25906,23312,1100,723,33531,23,04106,04106
9178,8895,0,46,59172,23,04107,04107
867,856,0,40,42563,23,04108,04108
70,70,0,0,46250,23,04109,04109
1576,1521,0,66,58643,23,04110,04110
23187,21096,310,464,30455,23,04210,04210
475,461,0,0,25833,23,04216,04216
3321,3267,4,69,26832,23,04217,04217
1416,1412,0,24,25547,23,04219,04219
3309,3119,78,14,29343,23,04220,04220
884,828,0,24,25597,23,04221,04221
3944,3813,4,27,42734,23,04222,04222
2380,2204,13,0,18431,23,04224,04224
182,180,0,2,23472,23,04226,04226
112,94,0,0,,23,04227,04227
0,0,0,0,,23,04228,04228
272,268,0,0,21771,23,04231,04231
40,40,0,0,43667,23,04234,04234
4342,4098,3,126,36145,23,04236,04236
174,174,0,0,30000,23,04237,04237
1784,1712,10,67,25625,23,04238,04238
4638,4410,0,51,29901,23,04239,04239
36095,31328,2126,801,25741,23,04240,04240
4148,3929,5,51,30637,23,04250,04250
4758,4552,1,0,31325,23,04252,04252
2066,1970,6,3,33971,23,04253,04253
3156,3042,4,81,19775,23,04254,04254
536,530,6,15,31694,23,04255,04255
2980,2749,36,0,32135,23,04256,04256
2628,2562,0,123,24193,23,04257,04257
2587,2499,8,8,36032,23,04258,04258
3288,3082,20,10,27453,23,04259,04259
5738,5510,4,7,40018,23,04260,04260
343,336,0,0,27353,23,04261,04261
2215,2149,3,36,31076,23,04263,04263
958,929,0,10,30886,23,04265,04265
64,40,0,0,29167,23,04267,04267
4965,4778,18,61,22112,23,04268,04268
6350,6253,2,27,25717,23,04270,04270
0,0,0,0,,23,04271,04271
5588,5339,0,10,31723,23,04274,04274
437,437,0,0,19621,23,04275,04275
5719,5519,50,48,23021,23,04276,04276
6752,6343,37,56,34534,23,04280,04280
5111,4804,0,184,24268,23,04281,04281
5784,5479,19,335,33013,23,04282,04282
1026,1016,0,4,34674,23,04284,04284
383,379,0,0,24444,23,04285,04285
51,51,0,0,,23,04286,04286
3342,3296,34,48,31892,23,04287,04287
2339,2234,5,20,21288,23,04289,04289
1386,1369,0,0,29625,23,04290,04290
1114,1061,0,20,26394,23,04292,04292
3963,3896,0,0,24579,23,04294,04294
25712,24498,234,405,27986,23,04330,04330
1673,1648,0,2,30885,23,04342,04342
0,0,0,0,,23,04343,04343
2906,2835,0,0,32922,23,04344,04344
11421,11042,106,320,31141,23,04345,04345
1921,1836,9,26,28950,23,04346,04346
2445,2383,11,15,34762,23,04347,04347
3169,3081,11,43,29635,23,04348,04348
1080,1046,3,17,37361,23,04349,04349
3622,3545,3,0,36278,23,04350,04350
2539,2486,0,69,38566,23,04351,04351
1478,1450,0,11,31250,23,04352,04352
2389,2261,9,8,27275,23,04353,04353
1455,1439,0,11,30704,23,04354,04354
2556,2473,10,51,34198,23,04355,04355
3399,3184,0,78,28773,23,04357,04357
4156,4067,71,35,35989,23,04358,04358
330,313,0,0,29125,23,04359,04359
468,453,0,46,23250,23,04360,04360
2592,2410,15,17,30723,23,04363,04363
5915,5459,290,42,30687,23,04364,04364
44536,41043,611,698,27896,23,04401,04401
817,759,2,0,24476,23,04406,04406
167,162,0,0,32031,23,04408,04408
1154,1098,0,52,26836,23,04410,04410
1715,1627,0,4,31493,23,04411,04411
9090,8831,60,43,26880,23,04412,04412
195,170,0,0,16458,23,04413,04413
1248,1240,0,38,23955,23,04414,04414
317,312,0,0,18333,23,04415,04415
5541,5408,59,58,25382,23,04416,04416
361,359,0,0,20385,23,04417,04417
1729,1569,29,0,21569,23,04418,04418
2799,2770,0,14,33903,23,04419,04419
1117,1080,3,19,7594,23,04421,04421
1514,1449,13,4,22619,23,04422,04422
857,813,0,5,14639,23,04424,04424
4524,4145,43,73,21800,23,04426,04426
2803,2691,6,39,27125,23,04427,04427
3150,3018,11,58,31278,23,04428,04428
4762,4647,4,130,31904,23,04429,04429
1682,1631,2,32,23089,23,04430,04430
37,37,0,0,,23,04431,04431
1051,1002,7,8,26641,23,04434,04434
1093,1001,0,89,23093,23,04435,04435
1045,1016,0,0,25966,23,04438,04438
1613,1593,0,37,26230,23,04441,04441
14,14,0,0,18500,23,04442,04442
2195,2133,0,31,21153,23,04443,04443
8936,8723,106,25,38675,23,04444,04444
1436,1424,0,0,20591,23,04448,04448
1369,1288,0,8,26250,23,04449,04449
1231,1222,3,6,26667,23,04450,04450
226,223,0,0,24327,23,04451,04451
749,749,0,3,18835,23,04453,04453
24,24,0,0,,23,04454,04454
736,729,7,0,19300,23,04455,04455
2974,2875,0,17,29031,23,04456,04456
5734,5689,38,38,20540,23,04457,04457
903,865,8,0,21336,23,04459,04459
1297,1289,4,22,21364,23,04460,04460
2991,2920,0,49,27385,23,04461,04461
4618,4548,0,225,23420,23,04462,04462
3196,3114,26,27,18804,23,04463,04463
505,494,11,0,24531,23,04464,04464
9073,7800,60,37,26003,23,04468,04468
2591,2293,114,117,3869,23,04469,04469
623,615,2,14,17868,23,04471,04471
2022,1998,20,11,27011,23,04472,04472
8185,7352,155,255,15930,23,04473,04473
3671,3565,9,14,32048,23,04474,04474
